,index,0,1,2,3,4,Answer,Words
0,0.0,"The radius of the earth is 6400 km and g = 10 m/s². In order that a body of 5 kg weighs zero at the equator, the angular speed of the earth is",(a) 1/80 rad /s,(b) 1/400 rad /s,(c) 1/800 rad /s,(d) 1/1600 rad /s,(c) 1/800 rad /s,zero
1,1.0,A body weighs 500 N on the surface of the earth. How much would it weight half way below the surface of the earth?,(a) 1000 N,(b) 500 N,(c) 250 N,(d) 125 N,(c) 250 N,mass
2,2.0,"The time – period of a satellite of earth is 5 hours. If the separation between the earth and the satellite is increased to 4 times the previous value, the new time – period will become",(a) 10 hours,(b) 20 hours,(c) 40 hours,(d) 80 hours,(c) 40 hours,direction
3,3.0,A missile is launched with a velocity less than the escape velocity. The sum of its kinetic and potential energy is,(a) Positive,(b) Negative,(c) Zero,(d) may be positive or negative,(b) Negative,without
4,4.0,What would be the duration of the year if the distance between the earth and the sun gets doubled?,(a) 1032 days,(b) 129 days,(c) 365 days,(d) 730 days,(a) 1032 days,duration
5,5.0,"If a body of mass m is taken out from a point below the surface of earth equal to half the radius of earth, R, to a height R above the earths surface, then work done on it will be",(a) (5/6) mgR,(b) (6/7) mgR,(c) (7/8) mgR,(d) (8/9) mgR,(c) (7/8) mgR,negative
6,6.0,A artificial satellite moving in a circular orbit around the earth has a total (kinetic + potential) energy E0. Its potential energy is,(a) 2E0,(b) E0,(c) 1.5 E0,(d) -E0,(a) 2E0,new
7,7.0,A body is projected vertically from the surface of the earth of radius R with velocity equal to half of the escape velocity. The maximum height reached by the body is,(a) R,(b) R/2,(c) R/3,(d) R/4,(c) R/3,upwards
8,8.0,"The escape velocity for a body projected vertically upwards from the surface of the earth is 11 km/s. If the body is projected at an angle of 450 with the vertical, the escape velocity will be",(a) 11/√2 km/s,(b) 11√2 km/s,(c) 2 km/s,(d) 11 km/s,(d) 11 km/s,velocity
9,9.0,There is no atmosphere on the moon because,(a) it is closer to the earth,(b) it revolves round the earth,(c) it gets light from the sun,(d) the escape velocity of gas molecules is less than their root mean square velocity here,(d) the escape velocity of gas molecules is less than their root mean square velocity here,uniformly
10,10.0,The value of g at a particular point is 9.8 m/sec² suppose the earth suddenly shrink uniformly to half its present size without losing any mass. The value of g at the same point (assuming that the distance of the point from the centre of the earth does not shrink) will become,(a) 9.8 m/sec²,(b) 4.9 m/sec²,(c) 19.6 m/sec²,(d) 2.45 m/sec²,(a) 9.8 m/sec²,angular
