0;1;2;3;4;Answer
What happens if one of the slits, say S1 in Young’s double , slit experiment-is covered with a glass plate which absorbs half the intensity of light from it?;(a) The bright fringes become less-bright and the dark fringes have a finite light intensity;(b) The bright fringes become brighter and the dark fringes become darker;(c) The fringe width decreases;(d) No fringes will be observed;(a) The bright fringes become less-bright and the dark fringes have a finite light intensity
What happens to the interference pattern the two slits S1 and S2 in Young’s double experiment are illuminated by two independent but identical sources?;(a) The intensity of the bright fringes doubled;(b) The intensity of the bright fringes becomes four times;(c) Two sets of interference fringes overlap;(d) No interference pattern is observed;(d) No interference pattern is observed
What is the reason for your answer to the above question?;(a) The two sources do not emit light of the same wavelength;(b) The two sources emit waves which travel with different speeds;(c) The two sources emit light waves of different amplitudes;(d) There is not constant phase difference between the waves emitted by the two sources;(d) There is not constant phase difference between the waves emitted by the two sources
A single slit diffraction pattern is obtained using a beam of red light What happened the red light is replaced by the blue light?;(a) There is no change in diffraction pattern;(b) Diffraction fringes become narrower and crowded;(d) Diffraction fringes become broader and farther apart;(d) The diffraction pattern disappear;(b) Diffraction fringes become narrower and crowded
When a polaroid is rotated, the intensity of light varies but never reduces to zero. It shows that the incident light is:;(a) unpolarised;(b) completely plane polarised;(c) partially plane polarised;(d) None of the above;(c) partially plane polarised
When a polaroid is rotated, the intensity of light does not vary. The incident light may be:;(a) unpolarised;(b) completely polarised;(c) partially plane polarised;(d) None of the above;(a) unpolarised
In Young’s double slit experiment, a maximum is obtained when the path difference between the interfering waves is (n ∈ l):;(a) nλ;(b) n \(\frac{λ}{2}\);(c) (2n + 1) \(\frac{λ}{2}\);(d) (2n – 1) \(\frac{λ}{4}\);(a) nλ
Two sources of light are said to be coherent when both give out light waves of the same:;(a) amplitude and phase;(b) intensity and wavelength;(c) speed;(d) wavelength and a constant phase difference;(c) having a constant phase difference
The intensity of light emerging from the two slits, in Young’s experiment is in the ratio 1 : 4. The ratio of,the intensity of the minimum to that of the consecutive maximum will be:;(a) 1 : 4;(b) 1 : 9;(c) 1 : 16;(d) 2 : 3;(b) 1 : 9
Poisson’s bright spot was discovered by:;(a) Fresnel;(b) Rayleigh;(c) Poisson;(d) Fraunhoffer;(c) Poisson
The theory of expanding universe is confirmed by the observation of the spectral lines of the star, which shows :;(a) green shift;(b) red shift;(c) violet shift;(d) yellow shift;(b) red shift
The application of Doppler effect are:;(a) Doppler spectrometer;(b) Doppler radius;(c) Doppler velocimeter;(d) All of these;(d) All of these
Which of the following is conserved when light waves interefere?;(a) phase;(b) intensity;(c) amplitude;(d) none of these;(d) none of these
In Young double slit experiment, a minimum is obtained when the phase difference of the superposing waves, is (n ∈ l):;(a) nπ;(b) (n + \(\frac{1}{2}\))π;(c) (2n + 1)π;(d) zero;(c) (2n + 1)π
The angle of minimum deviation of a prism depends upon the aggie of:;(a) incidence;(b) reflection;(c) prism;(d) none of these;(c) prism
he minimum value of the refractive index is:;(a) zero;(b) 1;(c) less than 1 but not zero;(d) more than 1;(c) less than 1 but not zero
Polarization of light prove the :;(a) corpuscular nature of light;(b) quantum nature of light;(c) Transverse wave nature of light;(d) Longitudinal wave nature of light;(c) Transverse wave nature of light
Out of the following Statements which is not correct?;(a) When unpolarised light passes through Nicol’s prism, the emergent light is elliptically polarized;(b) Nicol’s prism works on the principle of double refraction and T.l.R.;(c) Nicol’s prism can be used both the produce and analyse polarized light;(d) Calcite and Quartz are both double refracting crystal;(a) When unpolarised light passes through Nicol’s prism, the emergent light is elliptically polarized
Polaroid glasses is used in sun glasses because :;(a) It reduces the light intensity to half on account of polarization;(b) It is fashionable;(c) It has good colour;(d) It is cheaper;(a) It reduces the light intensity to half on account of polarization
In vacuum, the speed of light depends upon :;(a) frequency;(b) velocity;(c) wave length;(d) None of these;(d) None of these
The fringe width (β) of a diffraction pattern and the slit width d are related as:;(a) β ∝ d;(b) β ∝\(\frac{1}{d}\);(c) β ∝ √d;(d) β ∝ \(\frac{1}{d^2}\);(b) β ∝\(\frac{1}{d}\)
C.V. Raman was awarded the Nobel prize for his work associated with which of the following phenomenon of radiations?;(a) scattering;(b) diffraction;(c) interference;(d) polarisation;(a) scattering
Light takes 10-10 to cross a glass slab. What is the thickness of the glass slab?;(a) 2 cm;(b) 3 cm;(c) 2.5 cm;(d) 3.5 cm;(b) 3 cm
In Young’s double slit experiment, the central point on the screen is:;(a) bright;(b) dark;(c) first bright and later dark;(d) first dark and later bright;(a) bright
Between the slit is id\ the distance between the slit and the screen is α, with light of wavelength λ, the number of fringe observed per metre on the screen is:;(a) \(\frac{δy}{α}\);(b) \(\frac{Dα}{λ}\);(c) \(\frac{α}{Dλ}\);(d) \(\frac{λd}{D}\);(a) \(\frac{δy}{α}\)
