0;1;2;3;4;Answer
If two compounds have the same empirical formula but different molecular formula they must have;(a) Different percentage composition;(b) Different molecular weight;(c) Same viscosity;(d) Same vapour density;(b) Different molecular weight
Identify the chiral molecule among the following:;(a) Isopropyl alcohol;(b) 2-pentanol;(c) 1-bromo 3-butene;(d) Isobutyl alcohol;"(d) Isobutyl alcohol
Explanation:
Chirality is the condition for a molecule to be optically active and here isobutyl alcohol is the only compound is optically active and hence it is the chiral molecule."
0.0833mol of carbohydrate of empirical formula CH2O contain 1g of hydrogen. The molecular formula of the carbohydrate is;(a) C5H10O5;(b) C3H4O3;(c) C12H22O11;(d) C6H12O6;"(d) C6H12O6
Explanation:
As 0.0833 mole carbohydrate has hydrogen = 1g
Therefore, 1 mole carbohydrate has hydrogen = (\(\frac {1}{0.0833}\)) = 12g
Empirical Formula (CH2O) has hydrogen = 2g
Hence n = \(\frac {(12)}{(2)}\) = 6
Hence molecular formula of carbohydrate =(CH2O)6 = C6H12O6"
The displacement of electrons in a multiple bond in the presence of attacking reagent is called;(a) Inductive effect;(b) Electromeric effect;(c) Resonance;(d) Hyper conjugation.;"(b) Electromeric effect
Explanation:
The electromeric effect is a temporary effect brought into play at the requirement of attacking reagent. Electromeric effect refers to a molecular polarizability effect occurring by an intra-molecular electron displacement. It is the temporary effect."
Which of the following cannot be represented by resonance structures?;(a) Dimethyl ether;(b) Nitrate anion;(c) Carboxylate anion;(d) Toluene;"(a) Dimethyl ether
Explanation:
Ethers due to absence of delocalized pair of electrons do not show resonance."
An organic compound which produces a bluish green coloured flame on heating in presence of copper is;(a) Chlorobenzene;(b) Benzaldehyde;(c) Aniline;(d) Benzoic acid;"(d) Benzoic acid
Explanation:
Halogen containing compounds, e.g.,C6H5Cl when placed in a flame, the presence of halogen is revealed by a green to blue flame."
Which one is strongest acid among following options?;(a) CH2FCOOH;(b) CH2ClCOOH;(c) CHCl2COOH;(d) CHF2COOH;"(b) CH2ClCOOH
Explanation:
CHF2−COOH. Difluoroacetic acid is strongest because presence of two F atoms increases its acidic nature."
Insulin contains 3.4% sulphur. The minimum molecular weight of insulin is;(a) 350;(b) 470;(c) 560;(d) 940;"(d) 940
Explanation:
Minimum mass of sulphur = wt. of its one atom = 32
As 3.4 gms of sulphur present in 100 gms.
Therefore, 32 gms of sulphur present in = (100 × 32)/(3.4) = 940"
59 g of an amide obtained from a carboxylic acid, RCOOH, liberated 17 g of ammonia upon heating with alkali. The acid is;(a) Formic Acid;(b) Acetic Acid;(c) Propionic Acid;(d) Benzoic Acid;"(a) 4-methoxy-2-nitrobenzaldehyde
Explanation:
IUPAC name is 4-methoxy-2-nitrobenzaldehyde
"
In the Dumas method, the nitrogen present in organic compound gets converted to;(a) Sodium Cyanide;(b) Gaseoue Ammonia;(c) Dinitrogen Gas;(d) Ammonium Sulphate.;"(c) Dinitrogen Gas
Explanation:
Nitrogen present in the organic compound is converted into N2 gas by heating the compound with CuO."
0.0833mol of carbohydrate of empirical formula CH2O contain 1 g of hydrogen. The molecular formula of the carbohydrate is;(a) C5H10O5;(b) C3H4O3;(c) C12H22O11;(d) C6H12O6;"(d) C6H12O6
Explanation:
As 0.0833 mole carbohydrate has hydrogen = 1 g
Therefore, 1 mole carbohydrate has hydrogen = (\(\frac {1}{0.0833}\)) = 12 g
Empirical Formula (CH2O) has hydrogen = 2 g
Hence n = \(\frac {(12)}{(2)}\) = 6
Hence molecular formula of carbohydrate = (CH2O)6 = C6H12O6"
The compound  is known by which of the following names;(a) Bicyclo-[2, 2, 2] octane;(b) Bicyclo-[2, 2, 1] octane;(c) Bicyclo-[1, 2, 1] octane;(d) Bicyclo-[1, 1, 1] octane;"(a) Bicyclo-[2, 2, 2] octane
Explanation:
Bicyclo-[2, 2, 2] octane
"
Which one of the following conformations of cyclohexane is chiral?;(a) Twist boat;(b) Rigid;(c) Chair;(d) Boat;"(a) Twist boat
Explanation:
The twist boat conformation of cyclohexane is optically active as it does not have any plane of symmetry.
"
