,index,0,1,2,3,4,Answer,Words
0,0.0,K2[Fe(CN)6] is a/an,(a) double salt,(b) complex salt,(c) acid,(d) base,(b) complex salt,optical
1,1.0,Which of the following compounds has tetrahedral geometry?,(a) [Ni(CN)4]2-,(b) [Pd(CN)4]2-,(c [PdCl4]2-,(d) [NiCl4]2-,(d) [NiCl4]2-,bidentate
2,2.0,The oxidation state of nickel in |(Ni(CO4)| is,(a) 1,(b) 4,(c) 2,(d) 3,(b) 2,central
3,3.0,According to Werner’s theory of coordination compounds,(a) Primary valency is ion isable,(b) Secondary valency is ionisable,(c) Primary and secondary valencies are lonisable,(d) Neither primary nor secondary valency ¡s ionisable,(a) Primary valency is ion isable,sulphate
4,4.0,Ammonia acts as a very good ligand but ammonium ion does not form complexes because,(a) NH3 isa gas while NH\(_{4}^{+}\) is in liquid form.,(b) NH3 undergoes sp3 hybridisatiort while NH\(_{4}^{+}\) undergoes sp3 d hybndisation,(c) NH\(_{4}^{+}\) ion does not have any lone pair of electrons,(d) NH\(_{4}^{+}\) ion has one unpaired electron while NH3 has two unpaired electrons,(c) NH\(_{4}^{+}\) ion does not have any lone pair of electrons,
5,5.0,The ligand N(CH2CH2NH2) is,(a) bidentate,(b) tridentate,(c) tetradentate,(d) pentadentate,(c) tetradentate,edta
6,6.0,Which of the following is a tridentate ligand?,(a) EDTA4+,(b) (COO)\(_{2}^{2-}\),(c) dien,(d) NO\(_{2}^{-}\),(c) dien,salt
7,7.0,Which of the following ligands form a chelate?,(a) Acetate,(b) Oxalate,(c) Cyanide,(d) Ammonia,(a) (i) and (iii),show
8,8.0,Which of the following is not a neutral ligand?,(a) H2O,(b) NH3,(c) ONO,(d) CO2,(c) ONO,
9,9.0,Which of the following ligands will not show chelation?,(a) EDTA,(b) DMG,"(c) Ethene-1, 2-diamine",(d) SCN–,(d) SCN–,written
10,10.0,The complex ion which has no d-electrons in the central metal atom is,(a) [MnO4]–,(b) [Co(NH3)6]3-,(c) [Fe(CN)6]3-,(d) [Cr(H2O)6]3+,(a) [MnO4]–,white
11,11.0,The correct IUPAC name of the coordination compound K3|Fe(CN)5NO| is,(a) Potassium pentacyanonitrosylferrate (II),(b) Potassium pentacyanonitroferrate (II),(c) Potassium nitritopentacyanoferrate (IV),(d) Potassium nitritepentacynanoiron (II),(a) Potassium pentacyanonitrosylferrate (II),bacl
12,12.0,The correct IUPAC name of the following compound is |Cr(NH3)5(NCS)||ZnCl4|,(a) Penta amine isothiocyanato chromium (III) tetrachlorozincate (II),(b) Penta amine isothicocyanatezinc chloridechromate (III),(c) Penta amine isothicoyanato chromate (II),(d) isothiocyanatopenta amine chromium (II) zinc chloride (IV),(a) Penta amine isothiocyanato chromium (III) tetrachlorozincate (II),penta
13,13.0,Correct formulae of tetraaminechloronitroplatinum (IV) sulphate can be written as,(a) [Pt(NH3)4 (ONO) Cl]SO4,(b) [Pt(NH3)4Cl2NO2]2,(c) [Pt(NH3)4 (NO2) Cl]SO4,(d) [PtCl(ONO)NH3(SO4)],(c) [Pt(NH3)4 (NO2) Cl]SO4,ammonia
