,index,0,1,2,3,4,Answer,Words
0,0.0,The bond length between hybridised carbon atom and other carbon atom is minimum in,(a) Propane,(b) Butane,(c) Propene,(d) Propyne,"(d) Propyne
Explanation:
The C – C bond length = 1.54 Å, C = C bond length = 1.34 Å and C ≡ C bond length = 1.20 Å.
Since propyne has a triple bond, therefore it has minimum bond length.",benhence
1,1.0,The number of nodal planes present in s × s antibonding orbitals is,(a) 1,(b) 2,(c) 0,(d) 3,"(a) 1
Explanation:
In an antibonding molecular orbital, most of the electron density is located away from the space between the nuclei, as a result of which there is a nodal plane (i.e, a plane at which the electron density is zero) between the nuclei.",among
2,2.0,The hybrid state of sulphur in SO2 molecule is :,(a) sp²,(b) sp³,(c) sp,(d) sp³d,"(a) sp²
Explanation:
The hybridisation of sulphur in SO2 is sp². Sulphur atom has one lone pair of electrons and two bonding domains. Bond angle is <120° and molecular geometry is V-shape, bent or angular",nonbonding
3,3.0,Which one of the following does not have sp² hybridised carbon?,(a) Acetone,(b) Acetic acid,(c) Acetonitrile,(d) Acetamide,"(c) Acetonitrile
Explanation:
Acetonitrile does not contain sp² hybridized carbon.",option
4,4.0,Which of the following will have the lowest boiling point?,(a) 2-MethylButane,(b) 2-MethylPropane,"(c) 2,2-Dimethylpropane",(d) n-Pentane,"(d) n-Pentane
Explanation:
Boiling point increases with increase in molecular mass. For the compounds with the same molecular mass, boiling point decreases with an increase in branching.
The molecular mass of 2-Methylbutane: 72 g mol-1
The molecular mass of 2-Methylpropane: 58 g mol-1
The molecular mass of 2, 2-Dimethylpropane: 72 g mol-1
The molecular mass of 2-Methylbutane: 72 g mol-1
2-Methylpropane has the lowest molecular mass among all of the given compounds.
Thus, 2-Methylpropane has the lowest boiling point among the given options.",major
5,5.0,Among the following the maximum covalent character is shown by the compound,(a) MgCl2,(b) FeCl2,(c) SnCl2,(d) AlCl3,"(d) AlCl3
Explanation:
We know that, extent of polarisation ∝ covalent character in ionic bond. Fajans rule states that the polarising power of cation increases, with increase in magnitude of positive charge on the cation Therefore, polarising power ∝ charge of cation.",used
6,6.0,"Among the following mixtures, dipole-dipole as the major interaction, is present in",(a) benzene and ethanol,(b) acetonitrile and acetone,(c) KCl and water,(d) benzene and carbon tetrachloride,"(b) acetonitrile and acetone
Explanation:
Dipole-dipole interactions occur among the polar molecules. Polar molecules have permanent dipoles. The positive pole of one molecule is thus attracted by the negative pole of the other molecule. The magnitude of dipole-dipole forces in different polar molecules is predicted on the basis of the polarity of the molecules, which in turn depends upon the electro negativities of the atoms present in the molecule and the geometry of the molecule (in case of polyatomic molecules, containing more than two atoms in a molecule).",nonpolar
7,7.0,The value of n in the molecular formula BenAl2Si6O18 is,(a) 3,(b) 5,(c) 7,(d) 9,"(a) 3
Explanation:
BenAl2Si6O18
The oxidation states of each element
Be = +2
Al = +3
Si = +4
O = -2
(2n) + (3 × 2) + (4 + 6) + (−2 × 18) = 0
or 2n + 30 − 36 = 0
or 2n = 6
or n = 3",alcohol
8,8.0,Which of the following types of hybridisation leads to three dimensional geometry of bonds around the carbon atom?,(a) sp,(b) sp²,(c) sp³,(d) None of these,"(b) sp²
Explanation:
sp² hybrid structures have trigonal planar geometry, which is two dimensional.",four
9,9.0,An atom of an element A has three electrons in its outermost orbit and that of B has six electrons in its outermost orbit. The formula of the compound between these two will be,(a) A3B6,(b) A2B3,(c) A3B2,(d) A2B,"(b) A2B3
Explanation:
A has 3 electrons in outermost orbit and B has 6 electrons in its outermost orbits. So A can give three electrons to complete its octet and B needs 2 electrons to complete its octet. So 2 atoms of A will release 6 electrons and 3 atoms of B will need six electrons to complete their octet
So, the formula will be A2​B3",dimethylpropane
